Name;Type;Units  or  mass;Status;Launched;NORAD  ID;Deployer;Launcher;Organisation;Institution;Entity;Nation;Manufacturer;Operator;Launch  brokerer;Costs;Oneliner;Failure  cause;Keywords;Images
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
GEARRS-1  (GEARRSAT,  Globalstar  Experiment  And  Risk  Reduction  Satellite);CubeSat;3U;Reentry  2015-11-07.  Was  operational.;2014-07-13;40456;NRCSD  (NanoRacks  CubeSat  Deployer)  [Quad-M];Antares;Near  Space  Launch;Company;Commercial;US;?;?;NanoRacks;?;Demonstrate  satellite  operations  through  Globalstar  network.;?;Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/cV6I6eqcQpyTj5rjrbLp_GEARSS-1.png']
Lambdasat  (Λ-sat,  Lambda-Sat);CubeSat;3U;Reentry  2015-05-16.  No  signal.  (Unable  to  find  any  successful  hearing  reports  after  launch);2014-07-13;40458;NRCSD  (NanoRacks  CubeSat  Deployer)  [Quad-M];Antares;San  Jose  State  University;University;Academic  /  Education;US;?;?;NanoRacks;?;Radiation  experiment,  AIS  reicever  and  communication  through  Iridium.;?;AIS,  Globalstar  or  Iridium  or  Inmarsat;['https://dl.airtable.com/EwAVZ2aRJOf54lMMaiDL_lambda-sat.jpg']
MicroMAS-1;CubeSat;3U;Reentry  2015-08-01.  Was  operational  until  2015-03-18,  two  weeks?  Transmitter  failed.;2014-07-13;40457;NRCSD  (NanoRacks  CubeSat  Deployer)  [Quad-M];Antares;Massachusetts  Institute  of  Technology;University;Academic  /  Education;US;?;?;NanoRacks;?;Microwave  spectrometer  to  observe  weather  events.;Transmitter  failed.;?;['https://dl.airtable.com/M9KOe11tQUJ85TkO3TDg_MicroMAS1-879x485.jpg']
TechEdSat-4;CubeSat;3U;Reentry  2015-04-03.  Was  operational.;2014-07-13;40455;NRCSD  (NanoRacks  CubeSat  Deployer)  [Quad-M];Antares;NASA  Ames  Research  Center;Space  agency;Government  (Civil  /  Military);US;?;?;NanoRacks;?;Demonstrate  technologies  for  re-entry  and  drag  device  for  deorbiting.;?;Globalstar  or  Iridium  or  Inmarsat,  De-orbit  device;['https://dl.airtable.com/.attachments/8b481bf93bbe6196a80efe369b370040/ba86794f/techedsat_4.1.jpg',  'https://dl.airtable.com/MipN7TtQQYgWzSUW0fRb_techedsat-3p1_collection_asset.jpg',  'https://dl.airtable.com/.attachments/4b52d8469e10f76629f35fdd3d1b669e/b0b36639/techedsat_4.0.jpg']
BRITE;Nanosatellite;6  kg;?;?;?;?;?;The  Space  Research  Centre  of  the  Polish  Academy  of  Sciences;Institute;Government  (Civil  /  Military);Poland;AIVT  by  Space  Flight  Laboratory;Space  Flight  Laboratory;Space  Flight  Laboratory  (UTIAS-SFL);?;Investigation  of  the  brightness  oscillations  of  massive  luminous  stars,  BRITE  constellation.;?;?;['https://dl.airtable.com/7sFfPMjiRlmna0zKjBsZ_BRITE.jpg']
Arkyd  3;CubeSat;3U;?;?;?;?;?;Planetary  Resources;Company;Commercial;US;?;?;Spaceflight;?;Demonstrate  CubeSat  platform  technologies  for  future  constellation.;?;?;['https://dl.airtable.com/XybV9c2DT9av6bvxOWmi_Arkyd32.jpg',  'https://dl.airtable.com/.attachments/12311feeaa93c6e48258d5e1d1148b6e/53aedd96/A3_Rear_ISO_IMG_3744.jpg',  'https://dl.airtable.com/EwcPxNJQNCzCjEIDL6ce_Arkyd31.jpg']
Dove  (Flock);CubeSat;3U;?;?;?;?;?;Planet  Labs;Company;Commercial;US;?;?;?;?;Constellation  for  optical  Earth  observation  with  3-5m  resolution.;?;?;['https://dl.airtable.com/.attachments/e2bf1bf6218343df28f4869bb786c3e8/fcfd1565/planetlabs_ben.jpg',  'https://dl.airtable.com/.attachments/5556a4389beb18683c0590dac025984a/bf814d67/planetlabs_solarpanels.jpg',  'https://dl.airtable.com/.attachments/d48ce5859187c9682cb97a053e798026/c6274d29/planetlabs_fleet.jpg',  'https://dl.airtable.com/.attachments/8a047ab0b6634e926a5d54dc9e7d086d/a73a8cfa/Flock_QUAD-M.jpg',  'https://dl.airtable.com/.attachments/143826b3acee4bb3476e24ffdeef7e8e/437a8fe7/dove_nest_1.jpg',  'https://dl.airtable.com/xmeateQoTq6TincbPQSh_Flock%205373674_orig.png']
